Domain_Time,Duration(s)
2023-03-20 10:18:12,2.13916
2023-03-20 10:18:13,2.20487
2023-03-20 10:18:14,2.19682
2023-03-20 10:18:15,2.15398
2023-03-20 10:18:16,2.08908
2023-03-20 10:18:17,2.1193
2023-03-20 10:18:18,2.38771
2023-03-20 10:18:19,2.08245
2023-03-20 10:18:20,2.128
2023-03-20 10:18:21,2.11447
2023-03-20 10:18:22,2.11903
2023-03-20 10:18:23,2.12265
2023-03-20 10:18:24,2.08987
2023-03-20 10:18:25,2.20392
2023-03-20 10:18:26,2.39687
2023-03-20 10:18:27,47.55141
2023-03-20 10:18:28,2.13835
2023-03-20 10:18:29,2.16903
2023-03-20 10:18:30,2.15415
2023-03-20 10:18:31,2.174
2023-03-20 10:18:32,2.1612
2023-03-20 10:18:33,2.14748
2023-03-20 10:18:34,2.16981
2023-03-20 10:18:35,2.1812
2023-03-20 10:18:36,2.16001
2023-03-20 10:18:37,2.16426
2023-03-20 10:18:38,2.34455
2023-03-20 10:18:39,2.11218
2023-03-20 10:18:40,2.14449
2023-03-20 10:18:41,2.15472
2023-03-20 10:18:42,2.14191
2023-03-20 10:18:43,2.13622
2023-03-20 10:18:44,2.10971
2023-03-20 10:18:45,2.36386
2023-03-20 10:18:46,2.1081
2023-03-20 10:18:47,2.10572
2023-03-20 10:18:48,2.17134
2023-03-20 10:18:49,2.2218
2023-03-20 10:18:50,2.1646
2023-03-20 10:18:51,2.23338
2023-03-20 10:18:52,2.15665
2023-03-20 10:18:53,2.12916
2023-03-20 10:18:54,2.3107
2023-03-20 10:18:55,2.34257
2023-03-20 10:18:56,2.48739
2023-03-20 10:18:57,2.13316
2023-03-20 10:18:58,2.16587
2023-03-20 10:18:59,2.15691
2023-03-20 10:19:00,2.16578
2023-03-20 10:19:01,2.17687
2023-03-20 10:19:02,2.12141
2023-03-20 10:19:03,2.07275
2023-03-20 10:19:04,2.2668
2023-03-20 10:19:05,2.28391
2023-03-20 10:19:06,2.11154
2023-03-20 10:19:07,2.081
2023-03-20 10:19:08,2.18304
2023-03-20 10:19:09,2.32051
2023-03-20 10:19:10,2.13566
2023-03-20 10:19:11,2.11717
2023-03-20 10:19:12,2.14758
2023-03-20 10:19:13,2.13552
2023-03-20 10:19:14,2.19568
2023-03-20 10:19:15,2.20411
2023-03-20 10:19:16,2.17695
2023-03-20 10:19:17,2.1185
2023-03-20 10:19:18,2.15072
2023-03-20 10:19:19,2.38232
2023-03-20 10:19:20,2.16641
2023-03-20 10:19:21,2.15001
2023-03-20 10:19:22,2.14424
2023-03-20 10:19:23,2.0703
2023-03-20 10:19:24,2.14821
2023-03-20 10:19:25,2.13002
2023-03-20 10:19:26,2.11916
2023-03-20 10:19:27,49.91454
2023-03-20 10:19:28,2.10837
2023-03-20 10:19:29,2.09007
2023-03-20 10:19:30,2.16354
2023-03-20 10:19:31,2.22939
2023-03-20 10:19:32,2.16716
2023-03-20 10:19:33,2.15703
2023-03-20 10:19:34,2.11333
2023-03-20 10:19:35,2.1643
2023-03-20 10:19:36,2.11623
2023-03-20 10:19:37,2.16639
2023-03-20 10:19:38,2.17069
2023-03-20 10:19:39,2.2119
2023-03-20 10:19:40,2.16208
2023-03-20 10:19:41,2.16078
2023-03-20 10:19:42,2.31462
2023-03-20 10:19:43,2.17314
2023-03-20 10:19:44,2.29721
2023-03-20 10:19:45,2.39587
2023-03-20 10:19:46,2.29661
2023-03-20 10:19:47,2.39719
2023-03-20 10:19:48,2.13544
2023-03-20 10:19:49,2.15132
2023-03-20 10:19:50,2.15578
2023-03-20 10:19:51,2.14292
2023-03-20 10:19:52,2.13057
2023-03-20 10:19:53,2.18852
2023-03-20 10:19:54,2.20615
2023-03-20 10:19:55,2.28085
2023-03-20 10:19:56,2.28747
2023-03-20 10:19:57,2.09163
2023-03-20 10:19:58,2.27641
2023-03-20 10:19:59,2.13394
2023-03-20 10:20:00,2.15113
2023-03-20 10:20:01,2.17257
2023-03-20 10:20:02,2.23607
2023-03-20 10:20:03,2.13039
2023-03-20 10:20:04,2.33515
2023-03-20 10:20:05,2.14075
2023-03-20 10:20:06,2.14118
2023-03-20 10:20:07,2.13326
2023-03-20 10:20:08,2.21856
2023-03-20 10:20:09,2.23328
2023-03-20 10:20:10,2.20322
2023-03-20 10:20:11,2.15549
2023-03-20 10:20:12,2.17041
2023-03-20 10:20:13,2.09253
2023-03-20 10:20:14,2.11844
2023-03-20 10:20:15,2.15941
2023-03-20 10:20:16,2.13369
2023-03-20 10:20:17,2.31675
2023-03-20 10:20:18,2.17476
2023-03-20 10:20:19,2.11359
2023-03-20 10:20:20,2.31655
2023-03-20 10:20:21,2.17529
2023-03-20 10:20:22,2.13205
2023-03-20 10:20:23,2.15154
2023-03-20 10:20:24,2.22938
2023-03-20 10:20:25,2.36845
2023-03-20 10:20:26,2.42743
2023-03-20 10:20:27,0.53796
2023-03-20 10:20:28,6.1353
2023-03-20 10:20:29,5.10358
2023-03-20 10:20:30,88.04726
2023-03-20 10:20:31,2.18018
2023-03-20 10:20:32,2.13001
2023-03-20 10:20:33,2.22461
2023-03-20 10:20:34,2.17276
2023-03-20 10:20:35,2.40632
2023-03-20 10:20:36,2.21294
2023-03-20 10:20:37,2.16854
2023-03-20 10:20:38,2.16523
2023-03-20 10:20:39,2.33155
2023-03-20 10:20:40,2.17506
2023-03-20 10:20:41,2.12212
2023-03-20 10:20:42,2.17031
2023-03-20 10:20:43,2.17407
2023-03-20 10:20:44,2.17425
2023-03-20 10:20:45,2.31973
2023-03-20 10:20:46,2.15282
2023-03-20 10:20:47,2.1611
2023-03-20 10:20:48,2.14184
2023-03-20 10:20:49,2.15245
2023-03-20 10:20:50,2.14115
2023-03-20 10:20:51,2.17167
2023-03-20 10:20:52,2.14214
2023-03-20 10:20:53,2.11969
2023-03-20 10:20:54,2.11541
2023-03-20 10:20:55,2.19648
2023-03-20 10:20:56,2.15434
2023-03-20 10:20:57,2.1699
2023-03-20 10:20:58,2.1829
2023-03-20 10:20:59,2.2303
2023-03-20 10:21:00,2.17664
2023-03-20 10:21:01,2.18509
2023-03-20 10:21:02,2.14675
2023-03-20 10:21:03,2.16842
2023-03-20 10:21:04,2.15387
2023-03-20 10:21:05,2.17694
2023-03-20 10:21:06,2.17884
2023-03-20 10:21:07,2.11159
2023-03-20 10:21:08,2.13409
2023-03-20 10:21:09,2.12498
2023-03-20 10:21:10,2.1816
2023-03-20 10:21:11,2.18192
2023-03-20 10:21:12,2.14135
2023-03-20 10:21:13,2.17201
2023-03-20 10:21:14,2.15993
2023-03-20 10:21:15,2.17144
2023-03-20 10:21:16,2.39054
2023-03-20 10:21:17,2.35573
2023-03-20 10:21:18,2.15051
2023-03-20 10:21:19,2.20561
2023-03-20 10:21:20,2.19227
2023-03-20 10:21:21,2.18912
2023-03-20 10:21:22,2.18945
2023-03-20 10:21:23,2.23969
2023-03-20 10:21:24,2.18215
2023-03-20 10:21:25,2.36533
2023-03-20 10:21:26,2.27164
2023-03-20 10:21:27,2.19778
2023-03-20 10:21:28,2.15157
2023-03-20 10:21:29,2.14345
2023-03-20 10:21:30,43.0607
2023-03-20 10:21:31,2.18612
2023-03-20 10:21:32,2.1479
2023-03-20 10:21:33,2.13883
2023-03-20 10:21:34,2.12405
2023-03-20 10:21:35,2.17143
2023-03-20 10:21:36,2.11705
2023-03-20 10:21:37,2.18029
2023-03-20 10:21:38,2.15436
2023-03-20 10:21:39,2.10663
2023-03-20 10:21:40,2.35433
2023-03-20 10:21:41,2.16442
2023-03-20 10:21:42,2.31594
2023-03-20 10:21:43,2.14609
2023-03-20 10:21:44,2.14555
2023-03-20 10:21:45,2.24374
2023-03-20 10:21:46,2.15796
2023-03-20 10:21:47,2.14136
2023-03-20 10:21:48,2.13913
2023-03-20 10:21:49,2.15645
2023-03-20 10:21:50,2.19669
2023-03-20 10:21:51,2.18297
2023-03-20 10:21:52,2.14215
2023-03-20 10:21:53,2.109
2023-03-20 10:21:54,2.13888
2023-03-20 10:21:55,2.13609
2023-03-20 10:21:56,2.12971
2023-03-20 10:21:57,2.13879
2023-03-20 10:21:58,2.3148
2023-03-20 10:21:59,2.28195
2023-03-20 10:22:00,2.18775
2023-03-20 10:22:01,2.14052
2023-03-20 10:22:02,2.13881
2023-03-20 10:22:03,2.17778
2023-03-20 10:22:04,2.16504
2023-03-20 10:22:05,2.21457
2023-03-20 10:22:06,2.18177
2023-03-20 10:22:07,2.18328
2023-03-20 10:22:08,2.16866
2023-03-20 10:22:09,2.21002
2023-03-20 10:22:10,2.16259
2023-03-20 10:22:11,2.44623
2023-03-20 10:22:12,2.13196
2023-03-20 10:22:13,2.16852
2023-03-20 10:22:14,2.14335
2023-03-20 10:22:15,2.12388
2023-03-20 10:22:16,2.13923
2023-03-20 10:22:17,2.10356
2023-03-20 10:22:18,2.1244
2023-03-20 10:22:19,2.18669
2023-03-20 10:22:20,2.12589
2023-03-20 10:22:21,2.18079
2023-03-20 10:22:22,2.1753
2023-03-20 10:22:23,2.21561
2023-03-20 10:22:24,2.19665
2023-03-20 10:22:25,2.24504
2023-03-20 10:22:26,2.16799
2023-03-20 10:22:27,2.15623
2023-03-20 10:22:28,2.18124
2023-03-20 10:22:29,2.36807
2023-03-20 10:22:30,44.30893
2023-03-20 10:22:31,2.19128
2023-03-20 10:22:32,2.15933
2023-03-20 10:22:33,2.21733
2023-03-20 10:22:34,2.13012
2023-03-20 10:22:35,2.12891
2023-03-20 10:22:36,2.10966
2023-03-20 10:22:37,2.2487
2023-03-20 10:22:38,2.37168
2023-03-20 10:22:39,2.20547
2023-03-20 10:22:40,2.21256
2023-03-20 10:22:41,2.10824
2023-03-20 10:22:42,2.18672
2023-03-20 10:22:43,2.21493
2023-03-20 10:22:44,2.09448
2023-03-20 10:22:45,2.13083
2023-03-20 10:22:46,2.10003
2023-03-20 10:22:47,2.14102
2023-03-20 10:22:48,2.38629
2023-03-20 10:22:49,2.15301
2023-03-20 10:22:50,2.15616
2023-03-20 10:22:51,2.15846
2023-03-20 10:22:52,2.34362
2023-03-20 10:22:53,2.19246
2023-03-20 10:22:54,2.12975
2023-03-20 10:22:55,2.14697
2023-03-20 10:22:56,2.1397
2023-03-20 10:22:57,2.1591
2023-03-20 10:22:58,2.14465
2023-03-20 10:22:59,2.32534
2023-03-20 10:23:00,2.1618
2023-03-20 10:23:01,2.23565
2023-03-20 10:23:02,2.19884
2023-03-20 10:23:03,2.15719
2023-03-20 10:23:04,2.20891
2023-03-20 10:23:05,2.16547
2023-03-20 10:23:06,2.25735
2023-03-20 10:23:07,2.09567
2023-03-20 10:23:08,2.15152
2023-03-20 10:23:09,2.2908
2023-03-20 10:23:10,2.19402
2023-03-20 10:23:11,2.18873
2023-03-20 10:23:12,2.3912
2023-03-20 10:23:13,2.12005
2023-03-20 10:23:14,2.12129
2023-03-20 10:23:15,2.20641
2023-03-20 10:23:16,2.52272
2023-03-20 10:23:17,2.15661
2023-03-20 10:23:18,2.18927
2023-03-20 10:23:19,2.43705
2023-03-20 10:23:20,2.19911
2023-03-20 10:23:21,2.18501
2023-03-20 10:23:22,2.17543
2023-03-20 10:23:23,2.45058
2023-03-20 10:23:24,2.17869
2023-03-20 10:23:25,2.16058
2023-03-20 10:23:26,2.19969
2023-03-20 10:23:27,2.16586
2023-03-20 10:23:28,2.10292
2023-03-20 10:23:29,2.11802
2023-03-20 10:23:30,46.16798
2023-03-20 10:23:31,2.12573
2023-03-20 10:23:32,2.1571
2023-03-20 10:23:33,2.18382
2023-03-20 10:23:34,2.11902
2023-03-20 10:23:35,2.16512
2023-03-20 10:23:36,2.11548
2023-03-20 10:23:37,2.12501
2023-03-20 10:23:38,2.16625
2023-03-20 10:23:39,2.15432
2023-03-20 10:23:40,2.16784
2023-03-20 10:23:41,2.21562
2023-03-20 10:23:42,2.14024
2023-03-20 10:23:43,2.18459
2023-03-20 10:23:44,2.12089
2023-03-20 10:23:45,2.1294
2023-03-20 10:23:46,2.13527
2023-03-20 10:23:47,2.20539
2023-03-20 10:23:48,2.18632
2023-03-20 10:23:49,2.16308
2023-03-20 10:23:50,2.14333
2023-03-20 10:23:51,2.15129
2023-03-20 10:23:52,2.16126
2023-03-20 10:23:53,2.23169
2023-03-20 10:23:54,2.14264
2023-03-20 10:23:55,2.12516
2023-03-20 10:23:56,2.14426
2023-03-20 10:23:57,2.19185
2023-03-20 10:23:58,2.43116
2023-03-20 10:23:59,2.3518
2023-03-20 10:24:00,2.15734
2023-03-20 10:24:01,2.12252
2023-03-20 10:24:02,2.33106
2023-03-20 10:24:03,2.19182
2023-03-20 10:24:04,2.33932
2023-03-20 10:24:05,2.36817
2023-03-20 10:24:06,2.16447
2023-03-20 10:24:07,2.16591
2023-03-20 10:24:08,2.15017
2023-03-20 10:24:09,2.1312
2023-03-20 10:24:10,2.17923
2023-03-20 10:24:11,2.10032
2023-03-20 10:24:12,2.13144
2023-03-20 10:24:13,2.34556
2023-03-20 10:24:14,2.0844
2023-03-20 10:24:15,2.1464
2023-03-20 10:24:16,2.30837
2023-03-20 10:24:17,2.28512
2023-03-20 10:24:18,2.53407
2023-03-20 10:24:19,2.14896
2023-03-20 10:24:20,2.15655
2023-03-20 10:24:21,2.19458
2023-03-20 10:24:22,2.31855
2023-03-20 10:24:23,2.13369
2023-03-20 10:24:24,2.08171
2023-03-20 10:24:25,2.29977
2023-03-20 10:24:26,2.16801
2023-03-20 10:24:27,2.10251
2023-03-20 10:24:28,2.16375
2023-03-20 10:24:29,2.37081
2023-03-20 10:24:30,48.88805
2023-03-20 10:24:31,2.18498
2023-03-20 10:24:32,2.22597
2023-03-20 10:24:33,2.14843
2023-03-20 10:24:34,2.16455
2023-03-20 10:24:35,2.16484
2023-03-20 10:24:36,2.1338
2023-03-20 10:24:37,2.22237
2023-03-20 10:24:38,2.23892
2023-03-20 10:24:39,2.1583
2023-03-20 10:24:40,2.13294
2023-03-20 10:24:41,2.11353
2023-03-20 10:24:42,2.18751
2023-03-20 10:24:43,2.19457
2023-03-20 10:24:44,2.19957
2023-03-20 10:24:45,2.1558
2023-03-20 10:24:46,2.14025
2023-03-20 10:24:47,2.14515
2023-03-20 10:24:48,2.24293
2023-03-20 10:24:49,2.20371
2023-03-20 10:24:50,2.16842
2023-03-20 10:24:51,2.17819
2023-03-20 10:24:52,2.1737
2023-03-20 10:24:53,2.16935
2023-03-20 10:24:54,2.42254
2023-03-20 10:24:55,2.33687
2023-03-20 10:24:56,2.16324
2023-03-20 10:24:57,2.19349
2023-03-20 10:24:58,2.17269
2023-03-20 10:24:59,2.38182
2023-03-20 10:25:00,2.13844
2023-03-20 10:25:01,2.19111
2023-03-20 10:25:02,2.33426
2023-03-20 10:25:03,2.1976
2023-03-20 10:25:04,2.12369
2023-03-20 10:25:05,2.18876
2023-03-20 10:25:06,2.10742
2023-03-20 10:25:07,2.13832
2023-03-20 10:25:08,2.11919
2023-03-20 10:25:09,2.13482
2023-03-20 10:25:10,2.1567
2023-03-20 10:25:11,2.18595
2023-03-20 10:25:12,2.18224
2023-03-20 10:25:13,2.21887
2023-03-20 10:25:14,2.19207
2023-03-20 10:25:15,2.14804
2023-03-20 10:25:16,2.18258
2023-03-20 10:25:17,2.42253
2023-03-20 10:25:18,2.1212
2023-03-20 10:25:19,2.15419
2023-03-20 10:25:20,2.17364
2023-03-20 10:25:21,2.17739
2023-03-20 10:25:22,2.20332
2023-03-20 10:25:23,2.14321
2023-03-20 10:25:24,2.18344
2023-03-20 10:25:25,2.15144
2023-03-20 10:25:26,2.18276
2023-03-20 10:25:27,2.15919
2023-03-20 10:25:28,2.40871
2023-03-20 10:25:29,2.12618
2023-03-20 10:25:30,50.12629
2023-03-20 10:25:31,2.20061
2023-03-20 10:25:32,2.15583
2023-03-20 10:25:33,2.17317
2023-03-20 10:25:34,2.18697
2023-03-20 10:25:35,2.15122
2023-03-20 10:25:36,2.11498
2023-03-20 10:25:37,2.41435
2023-03-20 10:25:38,2.18227
2023-03-20 10:25:39,2.15149
2023-03-20 10:25:40,2.10518
2023-03-20 10:25:41,2.1736
2023-03-20 10:25:42,2.37165
2023-03-20 10:25:43,2.13083
2023-03-20 10:25:44,2.21733
2023-03-20 10:25:45,2.39318
2023-03-20 10:25:46,2.17903
2023-03-20 10:25:47,2.22153
2023-03-20 10:25:48,2.14146
2023-03-20 10:25:49,2.19087
2023-03-20 10:25:50,2.37309
2023-03-20 10:25:51,2.18669
2023-03-20 10:25:52,2.20949
2023-03-20 10:25:53,2.18278
2023-03-20 10:25:54,2.12431
2023-03-20 10:25:55,2.1718
2023-03-20 10:25:56,2.21335
2023-03-20 10:25:57,2.23718
2023-03-20 10:25:58,2.38905
2023-03-20 10:25:59,2.20179
2023-03-20 10:26:00,2.34926
2023-03-20 10:26:01,2.22992
2023-03-20 10:26:02,2.18407
2023-03-20 10:26:03,2.19642
2023-03-20 10:26:04,2.18639
2023-03-20 10:26:05,2.23866
2023-03-20 10:26:06,2.1913
2023-03-20 10:26:07,2.21503
2023-03-20 10:26:08,2.19133
2023-03-20 10:26:09,2.17227
2023-03-20 10:26:10,2.16466
2023-03-20 10:26:11,2.18273
2023-03-20 10:26:12,2.15251
2023-03-20 10:26:13,2.17424
2023-03-20 10:26:14,2.16582
2023-03-20 10:26:15,2.82168
2023-03-20 10:26:16,2.19642
2023-03-20 10:26:17,2.20731
2023-03-20 10:26:18,2.21108
2023-03-20 10:26:19,2.18864
2023-03-20 10:26:20,2.23342
2023-03-20 10:26:21,2.16557
2023-03-20 10:26:22,2.13729
2023-03-20 10:26:23,2.60978
2023-03-20 10:26:24,2.16361
2023-03-20 10:26:25,2.19029
2023-03-20 10:26:26,2.15507
2023-03-20 10:26:27,2.14769
2023-03-20 10:26:28,2.16834
2023-03-20 10:26:29,2.44428
2023-03-20 10:26:30,50.38863
2023-03-20 10:26:31,2.16385
2023-03-20 10:26:32,2.21081
2023-03-20 10:26:33,2.15192
2023-03-20 10:26:34,2.42719
2023-03-20 10:26:35,2.21633
2023-03-20 10:26:36,2.39284
2023-03-20 10:26:37,2.20037
2023-03-20 10:26:38,2.39003
2023-03-20 10:26:39,2.24172
2023-03-20 10:26:40,2.20935
2023-03-20 10:26:41,2.16365
2023-03-20 10:26:42,2.20692
2023-03-20 10:26:43,2.14161
2023-03-20 10:26:44,2.16544
2023-03-20 10:26:45,2.32695
2023-03-20 10:26:46,2.13118
2023-03-20 10:26:47,2.17495
2023-03-20 10:26:48,2.18901
2023-03-20 10:26:49,2.21136
2023-03-20 10:26:50,2.38554
2023-03-20 10:26:51,2.23633
2023-03-20 10:26:52,2.1661
2023-03-20 10:26:53,2.1938
2023-03-20 10:26:54,2.18981
2023-03-20 10:26:55,2.18501
2023-03-20 10:26:56,2.1758
2023-03-20 10:26:57,2.23784
2023-03-20 10:26:58,2.20258
2023-03-20 10:26:59,2.31918
2023-03-20 10:27:00,2.20685
2023-03-20 10:27:01,2.2165
2023-03-20 10:27:02,2.19955
2023-03-20 10:27:03,2.27221
2023-03-20 10:27:04,2.24904
2023-03-20 10:27:05,2.43332
2023-03-20 10:27:06,2.21469
2023-03-20 10:27:07,2.46944
2023-03-20 10:27:08,2.23765
2023-03-20 10:27:09,2.37531
2023-03-20 10:27:10,2.22916
2023-03-20 10:27:11,2.1808
2023-03-20 10:27:12,2.28428
2023-03-20 10:27:13,2.29087
2023-03-20 10:27:14,2.25966
2023-03-20 10:27:15,2.2995
2023-03-20 10:27:16,2.24822
2023-03-20 10:27:17,2.23819
2023-03-20 10:27:18,2.23585
2023-03-20 10:27:19,2.16489
2023-03-20 10:27:20,2.24103
2023-03-20 10:27:21,2.20673
2023-03-20 10:27:22,2.17024
2023-03-20 10:27:23,2.41378
2023-03-20 10:27:24,2.28875
2023-03-20 10:27:25,2.41137
2023-03-20 10:27:26,2.21758
2023-03-20 10:27:27,2.5624
2023-03-20 10:27:28,2.22049
2023-03-20 10:27:29,2.63238
2023-03-20 10:27:30,48.23762
2023-03-20 10:27:31,2.22172
2023-03-20 10:27:32,2.24574
2023-03-20 10:27:33,2.21312
2023-03-20 10:27:34,2.33264
2023-03-20 10:27:35,2.16989
2023-03-20 10:27:36,2.19643
2023-03-20 10:27:37,2.22985
2023-03-20 10:27:38,2.24193
2023-03-20 10:27:39,2.21252
2023-03-20 10:27:40,2.26087
2023-03-20 10:27:41,2.27755
2023-03-20 10:27:42,2.24513
2023-03-20 10:27:43,2.37861
2023-03-20 10:27:44,2.18561
2023-03-20 10:27:45,2.16811
2023-03-20 10:27:46,2.22937
2023-03-20 10:27:47,2.18775
2023-03-20 10:27:48,2.17893
2023-03-20 10:27:49,2.17901
2023-03-20 10:27:50,2.36517
2023-03-20 10:27:51,2.21827
2023-03-20 10:27:52,2.21168
2023-03-20 10:27:53,2.27199
2023-03-20 10:27:54,2.18586
2023-03-20 10:27:55,2.37509
2023-03-20 10:27:56,2.18654
2023-03-20 10:27:57,2.23232
2023-03-20 10:27:58,2.37495
2023-03-20 10:27:59,2.4712
2023-03-20 10:28:00,2.21214
2023-03-20 10:28:01,2.21631
2023-03-20 10:28:02,2.14913
2023-03-20 10:28:03,2.21232
2023-03-20 10:28:04,2.2399
2023-03-20 10:28:05,2.22585
2023-03-20 10:28:06,2.19292
2023-03-20 10:28:07,2.22463
2023-03-20 10:28:08,2.23659
2023-03-20 10:28:09,2.2401
2023-03-20 10:28:10,2.19921
2023-03-20 10:28:11,2.21112
2023-03-20 10:28:12,2.24473
2023-03-20 10:28:13,2.27929
2023-03-20 10:28:14,2.24829
2023-03-20 10:28:15,2.21101
2023-03-20 10:28:16,2.21305
2023-03-20 10:28:17,2.23367
2023-03-20 10:28:18,2.45622
2023-03-20 10:28:19,2.28493
2023-03-20 10:28:20,2.21188
2023-03-20 10:28:21,2.17987
2023-03-20 10:28:22,2.15308
2023-03-20 10:28:23,2.1743
2023-03-20 10:28:24,2.21314
2023-03-20 10:28:25,2.2122
2023-03-20 10:28:26,2.23968
2023-03-20 10:28:27,2.73528
2023-03-20 10:28:28,2.22205
2023-03-20 10:28:29,2.4462
2023-03-20 10:28:30,46.08366
2023-03-20 10:28:31,2.16649
2023-03-20 10:28:32,2.25744
2023-03-20 10:28:33,2.18461
2023-03-20 10:28:34,2.28559
2023-03-20 10:28:35,2.44433
2023-03-20 10:28:36,2.19907
2023-03-20 10:28:37,2.20179
2023-03-20 10:28:38,2.18953
2023-03-20 10:28:39,2.43215
2023-03-20 10:28:40,2.21807
2023-03-20 10:28:41,2.18465
2023-03-20 10:28:42,2.23524
2023-03-20 10:28:43,2.266
2023-03-20 10:28:44,2.30161
2023-03-20 10:28:45,2.22825
2023-03-20 10:28:46,2.25076
2023-03-20 10:28:47,2.48224
2023-03-20 10:28:48,2.26396
2023-03-20 10:28:49,2.25762
2023-03-20 10:28:50,2.2386
2023-03-20 10:28:51,2.2354
2023-03-20 10:28:52,2.22416
2023-03-20 10:28:53,2.27026
2023-03-20 10:28:54,2.26966
2023-03-20 10:28:55,2.19214
2023-03-20 10:28:56,2.22315
2023-03-20 10:28:57,2.21507
2023-03-20 10:28:58,2.21905
2023-03-20 10:28:59,2.19583
2023-03-20 10:29:00,2.21101
2023-03-20 10:29:01,2.3889
2023-03-20 10:29:02,2.19924
2023-03-20 10:29:03,2.20258
2023-03-20 10:29:04,2.21621
2023-03-20 10:29:05,2.20001
2023-03-20 10:29:06,2.16067
2023-03-20 10:29:07,2.18435
2023-03-20 10:29:08,2.18842
2023-03-20 10:29:09,2.23321
2023-03-20 10:29:10,2.24836
2023-03-20 10:29:11,2.18727
2023-03-20 10:29:12,2.18257
2023-03-20 10:29:13,2.37469
2023-03-20 10:29:14,2.21142
2023-03-20 10:29:15,2.20056
2023-03-20 10:29:16,2.42614
2023-03-20 10:29:17,2.16662
2023-03-20 10:29:18,2.19836
2023-03-20 10:29:19,2.26334
2023-03-20 10:29:20,2.16245
2023-03-20 10:29:21,2.24743
2023-03-20 10:29:22,2.19777
2023-03-20 10:29:23,2.20281
2023-03-20 10:29:24,2.23304
2023-03-20 10:29:25,2.21632
2023-03-20 10:29:26,2.1956
2023-03-20 10:29:27,2.1783
2023-03-20 10:29:28,2.37909
2023-03-20 10:29:29,2.2029
2023-03-20 10:29:30,47.86275
2023-03-20 10:29:31,2.20445
2023-03-20 10:29:32,2.22086
2023-03-20 10:29:33,2.22137
2023-03-20 10:29:34,2.19979
2023-03-20 10:29:35,2.45859
2023-03-20 10:29:36,2.37568
2023-03-20 10:29:37,2.22214
2023-03-20 10:29:38,2.43823
2023-03-20 10:29:39,2.17535
2023-03-20 10:29:40,2.18756
2023-03-20 10:29:41,2.34653
2023-03-20 10:29:42,2.16412
2023-03-20 10:29:43,2.2295
2023-03-20 10:29:44,2.20939
2023-03-20 10:29:45,2.20284
2023-03-20 10:29:46,2.19668
2023-03-20 10:29:47,2.20135
2023-03-20 10:29:48,2.38054
2023-03-20 10:29:49,2.45381
2023-03-20 10:29:50,2.19317
2023-03-20 10:29:51,2.41652
2023-03-20 10:29:52,2.22947
2023-03-20 10:29:53,2.26455
2023-03-20 10:29:54,2.18625
2023-03-20 10:29:55,2.19938
2023-03-20 10:29:56,2.19837
2023-03-20 10:29:57,2.15452
2023-03-20 10:29:58,2.22443
2023-03-20 10:29:59,2.34237
2023-03-20 10:30:00,2.19868
2023-03-20 10:30:01,2.14898
2023-03-20 10:30:02,2.36497
2023-03-20 10:30:03,2.18709
2023-03-20 10:30:04,2.24258
2023-03-20 10:30:05,2.2009
2023-03-20 10:30:06,2.37532
2023-03-20 10:30:07,2.20497
2023-03-20 10:30:08,2.21112
2023-03-20 10:30:09,2.20787
2023-03-20 10:30:10,2.17979
2023-03-20 10:30:11,2.17975
2023-03-20 10:30:12,2.17631
2023-03-20 10:30:13,2.35689
2023-03-20 10:30:14,2.18227
2023-03-20 10:30:15,2.21788
2023-03-20 10:30:16,2.2136
2023-03-20 10:30:17,2.24737
2023-03-20 10:30:18,2.20788
2023-03-20 10:30:19,2.21512
2023-03-20 10:30:20,2.20568
2023-03-20 10:30:21,2.22042
2023-03-20 10:30:22,2.57577
2023-03-20 10:30:23,2.21782
2023-03-20 10:30:24,2.38605
2023-03-20 10:30:25,2.40287
2023-03-20 10:30:26,2.19534
2023-03-20 10:30:27,2.24166
2023-03-20 10:30:28,2.31076
2023-03-20 10:30:29,2.45816
2023-03-20 10:30:30,0.51577
2023-03-20 10:30:31,6.40088
2023-03-20 10:30:32,4.58096
2023-03-20 10:30:33,90.82719
2023-03-20 10:30:34,2.20926
2023-03-20 10:30:35,2.21328
2023-03-20 10:30:36,2.23658
2023-03-20 10:30:37,2.24942
2023-03-20 10:30:38,2.22109
2023-03-20 10:30:39,2.27608
2023-03-20 10:30:40,2.31523
2023-03-20 10:30:41,2.4657
2023-03-20 10:30:42,2.23173
2023-03-20 10:30:43,2.22364
2023-03-20 10:30:44,2.23881
2023-03-20 10:30:45,2.22977
2023-03-20 10:30:46,2.25518
2023-03-20 10:30:47,2.26444
2023-03-20 10:30:48,2.23961
2023-03-20 10:30:49,2.2403
2023-03-20 10:30:50,2.27589
2023-03-20 10:30:51,2.26164
2023-03-20 10:30:52,2.2178
2023-03-20 10:30:53,2.21833
2023-03-20 10:30:54,2.25476
2023-03-20 10:30:55,2.19692
2023-03-20 10:30:56,2.22643
2023-03-20 10:30:57,2.19433
2023-03-20 10:30:58,2.21536
2023-03-20 10:30:59,2.39987
2023-03-20 10:31:00,2.22265
2023-03-20 10:31:01,2.27172
2023-03-20 10:31:02,2.2382
2023-03-20 10:31:03,2.19847
2023-03-20 10:31:04,2.40809
2023-03-20 10:31:05,2.265
2023-03-20 10:31:06,2.19771
2023-03-20 10:31:07,2.23867
2023-03-20 10:31:08,2.22217
